# Statistiques résumées des distributions par grandeur et par pas
step,name,n,mean,std,min,q10,q25,median,q75,q90,q99,max
350,ratio_L_P,198,0.0883,0.0134,0.0185,0.0792,0.083,0.0877,0.0923,0.0954,0.1325,0.1446
350,taux_interne,198,0.011,0.0014,0.0074,0.0101,0.0106,0.0112,0.0116,0.0119,0.0123,0.0207
350,levier_entite,198,0.8848,0.1494,0.2122,0.9143,0.9176,0.9209,0.9252,0.9283,0.9349,0.9893
360,passif_total,205,2190.3564,571.5181,974.1035,1767.7493,1877.5606,2034.8905,2292.7886,2544.6783,4271.8053,4336.7429
360,actif_liquide,205,188.2381,58.5838,30.2927,165.199,172.5018,177.608,188.8477,202.123,485.4829,570.0649
360,actif_total,205,3047.7901,3386.5249,999.3963,1930.3348,2045.2855,2207.3894,2476.5142,2740.8852,19240.1337,22166.1477
360,ratio_L_P,205,0.086,0.0107,0.0311,0.0775,0.082,0.087,0.0918,0.0949,0.1137,0.1315
360,taux_interne,205,0.0109,0.0011,0.0076,0.0099,0.0104,0.0111,0.0115,0.0119,0.0121,0.016
360,levier_entite,205,0.8852,0.1523,0.1956,0.9148,0.9179,0.9218,0.9257,0.9289,0.9592,0.9747
370,passif_total,211,2230.1611,573.6051,510.4548,1794.8098,1894.9065,2077.4928,2376.4484,2620.5249,4316.39,4344.5447
370,actif_liquide,211,196.5652,75.5615,11.9913,165.2913,173.8687,179.8393,193.1787,206.8405,563.8896,589.0266
