step,n_entities_alive,n_entities_total,n_spawned,extraction_total,interest_paid_total,credit_transactions,auto_invest_total,n_failures,destroyed_assets,redirected_claims,volume_prets_actifs,n_prets_actifs,actif_total_systeme,passif_total_systeme,liquidite_totale,mean_passif,mean_internal_rate
153,85,85,1,1805.4356,272.5329,1,1439.6078,0,0.0,0.0,12487.2598,137,57795.848,40425.2227,5308.3655,475.5909,0.024138
154,86,86,1,1823.4056,275.14,1,1459.9217,0,0.0,0.0,12650.1353,138,58449.287,40853.0132,5376.1385,475.035,0.024236
155,86,86,0,1839.795,277.9422,1,1483.888,0,0.0,0.0,12786.6166,139,59068.5542,41260.6921,5451.2455,479.7755,0.02404
156,86,86,0,1850.2333,280.2832,1,1492.4565,0,0.0,0.0,12956.9077,140,59718.1283,41698.5189,5492.7017,484.8665,0.023839
157,87,87,1,1863.6431,283.1718,1,1515.0898,0,0.0,0.0,13095.4271,141,60344.9083,42119.0725,5565.4087,484.1273,0.023974
158,87,87,0,1879.3008,285.5221,1,1529.8421,0,0.0,0.0,13241.0594,142,60970.425,42544.0248,5620.3408,489.0118,0.023765
159,88,88,1,1892.4355,287.9832,1,1540.0731,0,0.0,0.0,13407.208,143,61625.2828,42991.9758,5666.0991,488.5452,0.023862
160,88,88,0,1909.1367,290.7578,2,1492.5828,0,0.0,0.0,13752.6217,145,62451.7692,43553.4129,5585.7346,494.9251,0.023603
161,89,89,1,1926.1799,296.4886,2,1502.4998,0,0.0,0.0,13990.7732,147,63182.26,44005.6619,5630.8248,494.4456,0.023641
162,89,89,0,1944.167,300.478,1,1534.2331,0,0.0,0.0,14156.906,148,63834.2401,44399.208,5723.1261,498.8675,0.023501
163,89,89,0,1953.7062,303.2462,1,1554.9294,0,0.0,0.0,14334.2093,149,64493.0868,44812.8145,5791.0629,503.5148,0.023374
164,90,90,1,1965.5343,306.1763,2,1537.9546,0,0.0,0.0,14632.8789,151,65280.9242,45323.4042,5774.6411,503.5934,0.023379
165,91,91,1,1987.5063,311.084,3,1512.5105,0,0.0,0.0,14997.0301,154,66140.9367,45858.8639,5740.0427,503.9436,0.023362
166,91,91,0,2008.2779,317.1428,1,1560.2354,0,0.0,0.0,15156.775,155,66791.8771,46216.7282,5873.3738,507.8761,0.023252
167,92,92,1,2018.9036,319.7992,3,1490.4777,0,0.0,0.0,15669.7276,158,67802.8359,46852.3066,5740.8016,509.2642,0.02319
168,92,92,0,2042.5566,328.259,0,1606.3993,0,0.0,0.0,15669.7276,158,68297.9561,47066.9367,6021.2918,511.5971,0.023143
169,93,93,1,2049.2294,328.259,3,1534.3691,0,0.0,0.0,16170.1437,161,69297.783,47708.5137,5884.1256,512.9948,0.023089
170,93,93,0,2072.8196,336.424,0,1644.9738,0,0.0,0.0,16170.1437,161,69794.1583,47936.1821,6152.8325,515.4428,0.023043
171,95,95,2,2081.9054,336.424,1,1674.8387,0,0.0,0.0,16342.2818,162,70478.9716,48369.0235,6242.6663,509.1476,0.024707
172,95,95,0,2098.6595,339.251,2,1645.2115,0,0.0,0.0,16669.759,164,71301.4611,48904.8914,6201.8107,514.7883,0.023139
173,95,95,0,2118.5278,344.6103,3,1570.1678,0,0.0,0.0,17191.1298,167,72322.0562,49543.5333,6062.3931,521.5109,0.022884
174,98,98,3,2142.0128,353.1098,4,1508.8709,0,0.0,0.0,17798.5305,171,73464.7256,50202.749,5953.4461,512.2729,0.023242
175,98,98,0,2179.685,363.0343,3,1538.2969,0,0.0,0.0,18186.3818,174,74378.2167,50637.5146,6044.3203,516.7093,0.022969
176,99,99,1,2195.5492,369.3754,2,1580.7149,0,0.0,0.0,18533.5583,176,75261.5196,51065.9807,6156.9806,515.818,0.022982
